fraction,dice_2CH_mean,dice_2CH_std,dice_4CH_mean,dice_4CH_std,dice_mean_mean,dice_mean_std,hd95_2CH_mm_mean,hd95_2CH_mm_std,hd95_4CH_mm_mean,hd95_4CH_mm_std,ef_mae_biplane_mean,ef_mae_biplane_std
0.01,0.7757671475410461,0.009855112853261344,0.773033857345581,0.01902329844405461,0.7744004527727762,0.012732673652286901,6.388905100768272,0.24480819087633943,7.759357810153247,0.7993441895675881,60.66313219226743,53.72312764479923
0.05,0.8645169337590536,0.00741718916707711,0.8623931010564169,0.0021684476288129735,0.8634550372759501,0.004680440519720795,3.816741304749948,0.21992745677844314,4.01902604056681,0.20984804197883736,22.78505801019882,7.223210373185297
0.1,0.8939336538314819,0.0047119640213578035,0.8883582949638367,0.0035520127442546226,0.8911460041999817,0.0007514209771202546,3.0823431199515228,0.031091817342393673,3.341585866512504,0.09422244268268613,13.85837353634478,2.854203881944419
1.0,0.9270345767339071,0.0009981991912962995,0.9247622092564901,0.003251877529158497,0.9258984128634135,0.002123630922942718,2.048114889956143,0.05722278280952555,2.218629258898184,0.08271928367142349,6.860856009941838,0.4497034824482737
